"","...1","Category","ProductName","Reviewer","Review","TypeOfReviewer","ReviewDate","Rating"
"2062",2062,"mens shorts","the north face men's m resolve 2 jacket","sydneymsm","        thid is a very nice, slick, jacket. i bought it for my husband for christmas and he loves it. he is even using it this winter on the warmer days and with the hood, it has held up well. the details in the lining as nice as well.  ","verified purchase","2020-10-11",2
"2063",2063,"mens shorts","the north face men's m resolve 2 jacket","sydneymsm","        great jacket keeps me dry from the rain  ","verified purchase","2020-10-11",2
"2064",2064,"mens shorts","the north face men's m resolve 2 jacket","hannah l.","      articolo che ha soddisfatto appieno le mie aspettative    ","verified purchase","2019-01-24",5
"2065",2065,"mens shorts","the north face men's m resolve 2 jacket","edge","        purchased this before a trip to ireland and it was wonderful. protected me from the wind and rain very well. was not quite as warm as i needed but thats not the jackets fault. it just happened to snow in march in ireland. this is a lighter jacket more of a windbreaker style. its comfy and love that you can hide the hood should you want to.  ","verified purchase","2019-04-30",5
"2066",2066,"mens shorts","the north face men's m resolve 2 jacket","nicolo","        was not what i thought  ","verified purchase","2019-07-02",5
"2067",2067,"mens shorts","the north face men's m resolve 2 jacket","david a m","        the size is wrong  ","verified purchase","2019-07-12",5
"2068",2068,"mens shorts","the north face men's m resolve 2 jacket","ann visceglia","        found small black roll of trash bags in pocket and didn’t come with tags!?! i’m wondering if this is used?!?  ","verified purchase","2018-02-24",1
"2069",2069,"mens shorts","the north face men's m resolve 2 jacket","diego","        fits ok, durable, not to heavy and looks very nice.  ","verified purchase","2018-08-31",1
"2070",2070,"mens shorts","the north face men's m resolve 2 jacket","ambrosha","        he loves it!  a perfect fit and style !  ",NA,"2019-07-15",1
"2071",2071,"mens shorts","the north face men's m resolve 2 jacket","ptcanberra","        awesome jacket for rainy oregon. repels water well, and is quite warm for a light jacket. the neck is lined with a super soft material that is breathable and comfortable.  ","verified purchase","2020-03-01",5
"2072",2072,"mens shorts","the north face men's m resolve 2 jacket","sydneymsm","        everything was great  ","verified purchase","2020-10-11",2
"2073",2073,"mens shorts","the north face men's m resolve 2 jacket","mark","      bien    ","verified purchase","2017-10-25",5
"2074",2074,"mens shorts","the north face men's m resolve 2 jacket","milton norris jr","        nice fit, true medium!  ","verified purchase","2018-10-20",4
"2075",2075,"mens shorts","the north face men's m resolve 2 jacket","bona jean pierre","        excellent jacket, kept me dry in the driving rain  ","verified purchase","2020-02-06",5
"2076",2076,"mens shorts","the north face men's m resolve 2 jacket","traycey","        it’s alright but the lack of a decent protected pocket for a phone is a significant mistake.  ","verified purchase","2020-05-13",5
"2077",2077,"mens shorts","the north face men's m resolve 2 jacket","john schroeder","        this jacket is awesome. really like the height of the collar beneath the hood and it has a nice soft texture on the chin. it's the little things.  ","verified purchase","2020-11-06",5
"2078",2078,"mens shorts","the north face men's m resolve 2 jacket","william crosby","        cost almost $23.00 i postage to return. not happy about that.  ","verified purchase","2021-04-05",3
"2079",2079,"mens shorts","the north face men's m resolve 2 jacket","david heumann","        does what it is supposed to, great for the $50 i was able to get it for. runs a little big but great for wearing a coat underneath.  ","verified purchase","2019-04-06",5
"2080",2080,"mens shorts","the north face men's m resolve 2 jacket","judy","      buenos materiales y protección contra clima adverso    ","verified purchase","2022-01-26",5
"2081",2081,"mens shorts","the north face men's m resolve 2 jacket","ptcanberra","      las tallas son extremadamente grandes y no corresponden a las dimensiones dadas.    ","verified purchase","2020-03-01",5
"2082",2082,"mens shorts","the north face men's m resolve 2 jacket","sydneymsm","        very good quality, fits perfect!  ","verified purchase","2020-10-11",2
